product_name,advertiser_name,image,sku,description,price,currency,url,clicks,commissions,orders,items_sold,active_links,order_conversion_rate,items_sold_conversion_rate
4DFWD 4 Running Shoes,adidas (US),https://product-images-cdn.liketoknow.it/JMlHbnXzniLIOZ9MdRKuhWuF7N63aR69aRJAmfi2cVqzGihOERQmgafr4QKZv1Halv94JTV7eBz_ID4pxYd84X3mSO1jP9JCd6oo.hGqP9fQD2vVoMDVN0WFGPCAj_fKL5mCs.50apj6OXnL04SgbF8ts9f3m2lUr6I.OWPDlf5JMLeN5v43THgATzUkPsc9bvBRubsno7mpVguo0_cq_w0wdgwqFmvfA8Mql0QLaz4Ubqrf2NHet92cx9QEOut2?v=2,ID8884,"Your city run awaits. Lace up in these adidas running shoes and enjoy a smooth ride. The 3D-printed 4D midsole is coded to move you forward effortlessly with every step, absorbing impact and delivering an easy transition as you stride. The textile upper offers a precise fit that delivers comfort and stability as you navigate the streets. 

By choosing recycled, we are able to reuse materials that have already been created, which helps to reduce waste. Renewable materials choices will help us to remove our reliance on finite resources. Our products made with a blend of recycled and renewable materials feature at least 20% total of these materials.",80.00,USD,https://www.adidas.com/us/4dfwd-4-running-shoes/ID8884.html,71,39.99100000000,4,7,640,0.056338,0.098591
POLARTEC® THERMAL PRO® 1/2 ZIP SWEATER,Aritzia,https://product-images-cdn.liketoknow.it/bZvNSrEisftgU_ON_tYlumQJeRPxfWFO3LcA.x5W6kXqYCxhEpv5_XXQfz54K1bc1QGNFPTUKrs8XrPJ1DLkv.8gT_6Qc3Sr3sB2R2BSe8J0gmdxOGtpMEYYKZDUX_yZdRd0_g--?v=2,90884,The Tna Polartec® Thermal Pro® 1/2 Zip Sweater is a polartec® Thermal Pro® 1/2-zip sweatshirt. This is a mockneck sweatshirt with a 1/2-zip front and zip-closure hand pockets. It&rsquo;s made with Polartec&reg; Thermal Pro&reg; &mdash; breathable thermal fleece with a shaggy sherpa texture for weightless warmth and long-lasting comfort. This fabric is made with 100% recycled polyester. This style has been recently redesigned for an even better look and fit.,110.00,USD,https://www.aritzia.com/us/en/product/polartec%C2%AE-thermal-pro%C2%AE-1%2F2-zip-sweater/90884.html?dwvar_90884_color=29719,2,37.17000000000,1,3,67,0.500000,1.500000
High-Waisted Barrel Ankle Jeans,Old Navy (US),https://product-images-cdn.liketoknow.it/jM5G5bOYTGuGUMh_4GebuQ9asiyjX4sMs0MpoEu9doOjTYkMdUG_OSRTIv8q.HPlIE.swEloAle2UM6YLcr6v_DNh1VZTz4zNxZh1Nef58NdnkT9ovVFQKRu?v=2,,high waisted zip fly seamed barrel leg #693690,49.99,USD,https://oldnavy.gap.com/browse/product.do?pid=681535002&vid=1&searchText=Barrel+Jean#pdp-page-content,56,37.12800000000,5,27,2710,0.089285,0.482142
"Wunder Train High-Rise Tight 25""",Lululemon (US),https://product-images-cdn.liketoknow.it/QmhdrmOmGLgk4swUPDc.AkjeVgI6KAO5jUh_olAiaCHaBwRAT_WaOX4P_tZhk0GlzmKfs_w5qsexbtCv153W6ZfdPOEk2K6ZOcdivvCyyMW1.qrnz.E0C4bxSxXaPn1YUS4rX589Yz_xsf.kY5FA6fE4U1QAXxNdTBabJErLCvGNR2law7dujYfFnQxHczDSXhEa2k6U8vZiB_64Gxj_Qohyy1gNsq5GXFxGZoLbsI9J9nDHQS6nNlLqJtt4CAlqfEhcwX9wz1NQ82pm?v=2,154876300,"Train hard, not hot. Made from Everlux™, the Wunder Train collection is highly breathable and quickly wicks sweat so you feel less sweaty during (and after) your workout.",98.00,USD,https://shop.lululemon.com/p/womens-leggings/Wunder-Train-HR-Tight-25/_/prod9750562?color=68585&sz=8,37,37.06500000000,3,3,2118,0.081081,0.081081
Sunday Slash Top,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/rcZJqgIHiYRnIsoE7Yuv53Xu0I_YYNm9GS3yZbpLrwo7EOyTMc_qzFZ1ai0c9rGgQxsaRzgarjBmdr_rsjTgt5Bub0IA_XgjDquLRjsUorHfZqLENvEmrQYfUvDmI6D5jPmbk_fbNgJLfPgwqe.TI594zLke9f8hPMld?v=2,,"Our new comfy long-sleeve top in our Soft A&F MAX fabric and shrunken Sunday silhouette. Features a slash neckline, on-trend seaming details and banded hem and cuffs.",50.00,USD,https://www.abercrombie.com/shop/us/p/sunday-slash-top-59777887?faceout=model&seq=05&pagefm=navigation-grid&prodvm=navigation-grid,156,36.36500000000,4,7,9096,0.025641,0.044871
Restore Half Zip Hoodie | Light Heather Grey Hoodie | Vuori,Vuori Clothing (US & Canada),https://product-images-cdn.liketoknow.it/mjlfHhgbPumQF4.cfMjLIBWDaNwEoG5U.gfGtDYyAK08kixOktpqMtKOON69vbuBcxJPkNQCAe5zQYRUWJq4mCZht2Vp42_rx2oXmzAaUJ1vMF3jTqm4uUo8OhaJfFibHnMSWAApQXE1zO6tYFSJGqk.yeYA.m8LyiPcW9FzXlM1.bMWVtuYYECRPxMWKp4YyXHkbD4mTgDRf1LNWvqA9W_x_g5BqC9nJVAOce3ytk1t7wia68DL_qRbO.kJrlfLqA5WmAnC1bqUm2VWQ8ZWzg--?v=2,,"Made with organic French terry for supreme comfort, the Restore Half Zip Hoodie has room to layer. Shop this women's Light Heather Grey hoodie from Vuori.",118.00,USD,https://vuoriclothing.com/products/womens-restore-half-zip-hoodie-light-heather-grey?refSlotId=pdp-more-collection,6,35.07000000000,1,1,563,0.166666,0.166666
YPB sculptLUX Flare Legging,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/aBTfqo443bmVenxF8P6368pyezM7CPWlh7ZCJa4HgBRQRsJtB2z02yaRXhgGP_2mhkONz8nD86a7UuCP09uPy89N4eoTjXxYOx.tyaOMrwheXY1PG23yRgmn.W8sGOPAlJ3A9ZWMgIUMmS9ZB9yHA.5UE0_26uvHzy2kdiPh5PIC56wPXBPQ?v=2,,"Our ultra high rise active flare leggings in our active sculptLUX fabric. Our sculptLUX fabric is compressive and supportive without being restrictive, as well as smoothing and sculpting without pinching. Features a smoothing double-layer waistband with no top seam, hidden interior waistband pocket and flattering v-shaped back seaming detail.",56.00,USD,https://www.abercrombie.com/shop/us/p/ypb-sculptlux-flare-legging-61223820?faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid,0,34.62200000000,1,5,3032,0.000000,0.000000
New Balance Unisex 9060 Sneakers - Brown (Size 6.5),"New Balance Athletics, Inc.",https://product-images-cdn.liketoknow.it/XU8YTBxZ3DvrbBUgkiwMFiR.m.2ItrXe.P16UWoqGKDPui36ZgNj68DuzI97N5FVdTC6BccjMgEbzgSZpXRTeqFeEnTH2eESZNfJM42pyiVsyncfctCoFKgAqCPpxBmxhhfeo0mn89yz3kDquM4U.HIEgEqwsF1PyMPaT6Pt4b9NfmIwZ5ooOKI1lfs-,,"Looking for other options? Shop the 9060 The 9060 is a new expression of the refined style and innovation-led design of the classic 99X series. The 9060 reinterprets familiar 99X elements with a warped sensibility inspired by the proudly futuristic, visible tech aesthetic of the Y2K era. Sway bars, taken from the 990, are expanded and utilized throughout the entire upper for a sense of visible motion, while wavy lines and scaled up proportions on a sculpted pod midsole place an exaggerated emphasis on the familiar cushioning platforms of ABZORB and SBS.",149.99,USD,https://www.newbalance.com/pd/9060/U9060ERC-D-065.html,87,33.60000000000,2,2,360,0.022988,0.022988
Women's Curve Love Low Rise Ultra Loose Jean | Women's Clearance | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/hKjVl52WTUbcYVottcw95gJZvAPybuD87N05z0IffN8mbm0PyorQpjwosf5c1KwIEbkPkY11a4p2LUFjjd3AxxB9ItodcHBQ5z7ubiOLRqDMxdjU4d4NH_bmglExF1tmxkrmfynKmDHaKc0UsPY.AERYXCx4KIFAJDK1MYsLjjONNt41Gl_F?v=2,,"Our new Curve Love ultra loose jeans in a medium wash, with on-trend paint splatter details and a clean hem. This fit features an 8.5” low rise, is relaxed at the waist and hips and eases at the thigh into an ultra loose leg shape with a full-length inseam. We recommend buying your true size for a baggier fit. Size down for a closer fit. The viral fit that eliminates waist gap: Curve Love features additional room through the hip and thigh for curve-hugging comfort. This jean is made from our lightweight rigid denim, a super soft authentic cotton fabric with no stretch.",100.00,USD,https://www.abercrombie.com/shop/us/p/curve-love-low-rise-ultra-loose-jean-59751023?categoryId=12290&faceout=model&seq=41&afsource=social%20proofing&pagefm=navigation-grid&prodvm=navigation-grid,101,32.38900000000,3,5,9096,0.029702,0.049504
Ribbed Foldover Off-The-Shoulder Sweater,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/Vsga5INTTBYPfobC41UGNvDUiOkStgZ3.59ZjWidq5y4fC.rWkXS2hNWuln3igw0FzSfuSwW_8kSK9OIN_.nIsjS1nRTieZcgS6SrzijHglnLMqyqHXCNVk7gczXrI4XahWjOmZRRqpWazMoF897z_nbbGVjQ_U-?v=2,,"Easy-fitting sweater in our super soft sweater yarn fabric, featuring a foldover neckline, off-the-shoulder detail and ribbed stitching details throughout.",70.00,USD,https://www.abercrombie.com/shop/us/p/ribbed-foldover-off-the-shoulder-sweater-61147843?faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid,57,31.62600000000,2,6,6064,0.035087,0.105263
Oversized Martini Graphic Tee,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/mdkCg37f5mtc6eFvk7INm1NdZnNzhzw80g3WPeF5GNh_meKpj0GlO.DvWC9kfe9xS8rc3ju4Dr.6GejS3f.9VeT0m6kS0pZW2tzeyrbhPnJMxfcEzqi9fQA00rpcPVD650qKnDTGu7zrJaWf.5TlN6lZK0YhnU4-?v=2,,"On-trend short-sleeve tee in an oversized-fit silhouette and our softAF fabric, featuring martini-inspired graphic detail at chest, crew neckline and straight hem.",35.00,USD,https://www.abercrombie.com/shop/us/p/oversized-martini-graphic-tee-61148384?faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid,50,30.34500000000,2,9,6064,0.040000,0.180000
Denver Broncos Graphic Crew Sweatshirt,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/bYfGzNHPGB9aLqR5p1bAWg8wUxGFQX7O4eqRF3Y3OCgRqcC3oZ14SNZ1ZLFD5M9H.0FO3auqhSJhexVvjqe6XPvq930WqNv8sGr0AtP5WIp3eV1hoJOwjqbgu6RBOBA5GzY63f9IJth7hlvLpBTKGpfkx8dSu37bhKQcW.r4ObWUbWJVJJc-?v=2,,"Classic sweatshirt in our softAF fleece fabric and oversized-fit silhouette, featuring vintage Denver Broncos-inspired graphic detail at chest, crew neckline and banded hem and cuffs.",63.00,USD,https://www.abercrombie.com/shop/us/p/vintage-super-bowl-graphic-crew-sweatshirt-51641819?faceout=model&seq=17,6,26.93600000000,2,4,6064,0.333333,0.666666
Curve Love High Rise 90s Relaxed Jean,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/8_mXOhSMPmBqrMR7OWzx6OUBifI0uue3eHgBq.5eBwruxD.M3IEUP9t9aeTRnrEUN2JHkw9uAhNZITORYlgwndH_1do9iKwTe7IVwPi2EGyG3xYMGrDisnC2c_1buLivkn1HE94Ai2jA4NJJOQW1Fld1ZfMvX9q8ZQ--?v=2,,"On-trend 90's-style high rise relaxed jeans, that are slim at the top with a wider leg shape, in our signature Curve Love fit with built-in stretch for superior comfort featuring our highest rise that sits at your natural waist and looks great with your shirt tucked or untucked. The viral fit that eliminates waist gap: Curve Love features additional room through the hip and thigh for curve-hugging comfort. With refined details and a vintage feel from top to bottom, this style features a full length leg, light indigo wash and frayed hem.  Imported.",100.00,USD,https://www.abercrombie.com/shop/us/p/curve-love-high-rise-90s-relaxed-jeans-48642979,204,25.20000000000,2,4,6064,0.009803,0.019607
Women's Long-Sleeve Pointelle Sleep Top | Women's New Arrivals | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/WN6vvqiXqtyyw2Dqmw7ihkl9FEta2PgoJyjWvNNIyxuFdLfJVofKwSL0hQYv_GTXsKSqZlpHNkWmjXPOREzrh_EfRhprbUBz1rR.S39mFAkUUtzRiREs1.gnje9NmZqqPSWdAxoLhb2thXLLNeA0SGh0JZoZ2uc-?v=2,,"Easy-fitting long-sleeve sleep top in our soft pointelle fabric, with crew neckline and button-through detail.",45.00,USD,https://www.abercrombie.com/shop/us/p/long-sleeve-pointelle-sleep-top-61376319?faceout=model&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,145,25.18600000000,2,7,6064,0.013793,0.048275
Wireless Bra | Soma,SOMA,https://product-images-cdn.liketoknow.it/1rY9b2zuv1Jwp1HNwBCkmXbxRcXb10Jkjg8u3SEmpOGPdoARH3IkgkSi6ZbH9Cm0mfb5wi72zl9xTm6qqUQ8ZoY8NPBEq82tsYNDHm_jbeqammAy1VB9Pz54KNE6BG9ehyXIa72pTqZ6AgF.39lescr7cbWIqQG8VF.yAgogCMDDuk2OqQ1jdYtUmbDS.H484Whb9_pffMhWZZ84A2sTBkYGPudnV.XeyXASwkjM0fd.VTUGJET6aT5t0SYCZuHpvuYTs8.h6A--?v=2,451012827619,"Shop Soma intimates exclusive collection of Women's lingerie, bras, panties, swimwear, sleepwear & more. Free shipping for Love Soma Rewards members!",30.00,USD,https://www.soma.com/store/product/enbliss-wireless-bra/570222679?inseam=regular&color=345&catId=cat40089&collectionId=category&queryId=aa98d5e57bdee15b00cd36dc839dbef7&indexName=prod_sma_products&parentId=451009951549,33,24.69600000000,3,8,408,0.090909,0.242424
Skip imagesShow more imagesShop all BalanceFrom FitnessBalanceFrom Fitness Versatile Durable Anti...,Target,https://product-images-cdn.liketoknow.it/gDC47JgjVFg9SIwlfZtFPz3qniAORS8Q1NlvdkFV0WJsUBSNVxqWUUiyPbz6c5wgOruzQoqPUjFMx6d2sRMy7OAaWdJDLbwZeTS771Sy0zy9Fq4r6TV3saXgx.2PF9o7qnaepJ3XZbv3dQlO2KEsizHUDXqw4iZNcsXdP.VpUoDnPsRS40bF_Yc-?v=2,,"Read reviews and buy BalanceFrom 10 Pound 3 in 1 Rotatable Plyometric Box Jumping Exercise Trainer Workout Equipment with Anti Slip Surface & High Density Foam, Multicolor at Target. Choose from contactless Same Day Delivery, Drive Up and more.",74.99,USD,https://www.target.com/p/balancefrom-fitness-versatile-durable-anti-slip-3-in-1-foam-plyometric-jumping-exercise-box/-/A-90607783?preselect=93352940#lnk=sametab,13,24.16400000000,1,2,317,0.076923,0.153846
SkinCeuticals Phloretin CF (1 fl. oz.),Dermstore (US),https://product-images-cdn.liketoknow.it/SqqGoV8FJuznsjhE4UgYkQfGVih3Jw6bUBTlL54DESbcprzoLQUI0uotbdVslcxX7zJB3nfrwwOeDV65xmg2eVxwNvsFVtiK.Nau7g.RyLBxN3Np4pnWw3.VeIFiznB.v0.FdwlfsyCqq8Q5Ynt1GVAvOWWf4xIE1PepHS1h_TNq9sLQvbQJknGBh1_rnmbMhW9PW4fD75HuqpH5jBn5bJ_rgcI.FAnrSWwEkmq7lkCDTI9lHQBR6YzadSc9SxAUiD6d0eA9?v=2,11289626,"SkinCeuticals' Phloretin CF provides powerful antioxidant protection to normal, oily and combination skin types. Designed for daytime use, this antioxidant serum neutralizes free radicals to prevent signs of accelerated skin aging. The blend of phloretin, pure vitamin C and Ferulic acid improve the appearance of discoloration, fine lines and uneven skin tone. Phloretin neutralizes damaging free radicals, improves cell turnover and lightens signs of discoloration. L-ascorbic acid protects your skin from oxidative stress while providing visible anti-aging benefits, while ferulic acid enhances the antioxidant benefits of phloretin and vitamin C. 
  Key Ingredients:  
 
   2% Phloretin:  derived from apples and the root bark of fruit trees including apple, pear, and grapefruit, this antioxi...",185.00,USD,https://www.dermstore.com/p/skinceuticals-phloretin-cf-with-ferulic-acid-vitamin-c-serum-30ml/11289626/,164,23.80000000000,1,1,41,0.006097,0.006097
Women's High Rise Mom Short | Women's Bottoms | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/W4O48F6Bz1JXWzvv5JSHrmI1AFBUPfPplF3znwvU9zqpXUjz6o3wZtW4svHbMTeLBQ.TqwNDPRSgp85ai4LIsaGQ6p3cyVp__FuTxcGF.CUzHYX_EuwIkKEsdPHCIEslvVGvn5ur4cHOuCokbrk.wHnNLjoBlQWYkTw-?v=2,,"High rise with a relaxed fit throughout the hip and thigh, and a 2.5 inch (6.25 cm) inseam. Vintage stretch denim in a light medium wash, with a frayed hem.  Imported.",40.80,USD,https://www.abercrombie.com/shop/us/p/high-rise-mom-short-55096824?categoryId=6570724&faceout=model&seq=04,5,22.82000000000,1,3,3032,0.200000,0.600000
4DFWD 4 Running Shoes,adidas (US),https://product-images-cdn.liketoknow.it/sEQzQ..sut7GQIFnOnK08KlVSjBMFCQryfkVr0WxeHuI2r.ioJsSe1i9GZe9yo__r.aD2tJ6.trr75e3icJkc5GFyK7A3LYfQ3jyUO1eueR.AIIWPDUu1FBFig8oYDfi68ySK71AVoFqj177HB4z0L0r6l_4mMRXp2_oE5bZOfto.uHS6DOPeCCRwFTXHmxNkvIGDsve1NDe1vTut4u.zh.DgPVFK3mPcHlcEKVnX5_lOpt9I339OEYuA.uq82GjAls-?v=2,IH5723,"Your city run awaits. Lace up in these adidas running shoes and enjoy a smooth ride. The 3D-printed 4D midsole is coded to move you forward effortlessly with every step, absorbing impact and delivering an easy transition as you stride. The textile upper offers a precise fit that delivers comfort and stability as you navigate the streets. 

By choosing recycled, we are able to reuse materials that have already been created, which helps to reduce waste. Renewable materials choices will help us to remove our reliance on finite resources. Our products made with a blend of recycled and renewable materials feature at least 20% total of these materials.",180.00,USD,https://www.adidas.com/us/4dfwd-4-running-shoes/IH5723.html,66,22.81300000000,2,5,320,0.030303,0.075757
Adizero EVO SL Shoes,adidas (US),https://product-images-cdn.liketoknow.it/fmNIO7lA8SPFz9R2pTFU9uqA6dQblnW2KWd6LWghFkD0uxUS.Gcxyv88puRG0amRnIz0hcIVl5h7Dw.2qsj5Dm.3d_yhbppdmoWiHdKktz352_pboBhIOklltoe6WiR.V5N.VVwtFRXQI1oUL9P_TN_wYCbny_ILHkAnxH9007z4m3.AJ_g5SkugTHxiLQkg09ir7Qh4uUqLTTX2LLtzBRxggyH8LJz3B2.6ds8rMTkW1xxEGt52Q871rz1fs2BdUYo-?v=2,JH6208,"Experience the feeling of fast in the Adizero Evo SL. Inspired by the innovation of record-breaking shoes in the Adizero running family - and specifically the Pro Evo 1 - the Evo SL is designed for you to run in it, or not. Combining Adizero technology with a bold and unique racing-inspired aesthetic, it's an evolution of speed in all aspects of life. A responsive layer of LIGHTSTRIKE PRO foam in the midsole provides comfort and cushioning for optimal energy return.",150.00,USD,https://www.adidas.com/us/adizero-evo-sl-shoes/JH6208.html,24,21.00000000000,1,1,160,0.041666,0.041666
Chance Bikini Top,Nordstrom,https://product-images-cdn.liketoknow.it/7mM60IqDcr.Rr8tZhxQXYelDkc5CRWcDGGgFWphNpj9X320O4WCmPdLTHZP3fKqxSlngufE6aAxUP1dxSEIBBukNo4444coMUa0THi9HZn7OYq.0QCc8pMJIZEefzsHzkFK6dGP1uzIkw_NTAQd7SJEjSA7WU8IGL00qp6h8X56yIg--?v=2,,Free shipping and returns on MBM Swim Chance Bikini Top at Nordstrom.com. <p>This bikini top is the epitome of elegance and class. The square neckline and mono-underwire give this bikini top an ultra sophisticated look that is flattering on all body types.</p>,85.00,USD,https://www.nordstrom.com/s/chance-bikini-top/7918831?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=001,16,20.65000000000,1,3,1022,0.062500,0.187500
Vuori AllTheForm™ Legging,Vuori Clothing (US & Canada),https://product-images-cdn.liketoknow.it/nesrqXEQeDqoaMDaAtzY_If.dzFo2zLpvkYoN5ypmZFlnSYmlY0GCceQZn9fFA4P6sGfgwkc44r74IxzTXZPluXWCx0XqhatjtlkHn8MKnknd_1bpaavHnXQL3tl61BX.VC1X5WmZV5YRTtkdUi7dTXJvWzFf.aEjrnbsHZwnq7LMNr0giAKCLRaiEoaK1vnIj3erj0f2hSMkBuwpjE9Karc8VthFBWVudR9Gw--?v=2,,The Vuori AllTheForm™ Legging features the softness of our fan-favorite buttery BlissBlend™ with enhanced compression. Shop these Black leggings.,98.00,USD,https://vuoriclothing.com/products/womens-vuori-alltheform-legging-raisin?queryId=d7984775fe7872c12efb71140bbd82b9,63,20.37000000000,1,1,563,0.015873,0.015873
Sunday Slash Top,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/PRrpli.y7hnyM7ZIJTLQRXjBvWVFCZnWdBju9Vffg.jciHEoA8zG9ll4MX2sJaCKm0lr3vQdEed9KHy0ZNCcgRrNWyOOF40SOB77K7KNiA7Z7gk9jPuTdl7g1HnjBaBLTd6upmGNynZU6Ceg196AFperf3_zRG8Ptgqm59UpELlKgELPEsrn?v=2,,"Our new comfy long-sleeve top in our Soft A&F MAX fabric and shrunken Sunday silhouette. Features a slash neckline, on-trend seaming details and banded hem and cuffs.",50.00,USD,https://www.abercrombie.com/shop/us/p/sunday-slash-top-59777887?seq=01,31,19.80300000000,3,4,9096,0.096774,0.129032
360 Wireless Bra | Soma,SOMA,https://product-images-cdn.liketoknow.it/wsdwwXld23QSUZzFDEM8831RXJ9Ez7RBxzs2kiIPynlpNj4KjpVRfyehTBhK3sXGQBrs.O2dzX.2LKxm07.k1K62xyTws5HeedYlJ_XBlAg1bWjPFFrhjsn5UBzZjqXvru4nsSEH1bx6htyDdUjKGDSRaWxHXLfdcNnEmLpSTHiDuZ_INSIhQX0vc7QqHsWZcQHalYH1ti2IWTCfB1BibQFeWzh48HgS_E4s7raZR1w2m3dfqSxcm4FRhBra_CS29DpVX_k-?v=2,196532951931,"Shop Soma intimates exclusive collection of Women's lingerie, bras, panties, swimwear, sleepwear & more. Free shipping for Love Soma Rewards members!",30.00,USD,https://www.soma.com/store/product/vanishing-360-wireless-bra/570306114?inseam=regular&color=719&catId=cat40089&collectionId=category&queryId=aa98d5e57bdee15b00cd36dc839dbef7&indexName=prod_sma_products&parentId=194301087553,33,18.90000000000,2,5,272,0.060606,0.151515
Pointelle Wide Leg Sleep Pant,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/hX8pKl8TZGrMtsuE0eR3ql91qC9KbvQYOsRg2tT3EumCuyoyYfFf9LXQxxvkxIBo1rXPoEUztY3PAZYQJxeNUlEYHLxdIEnVLr9.CuuApt8.Aj1qD0sU3SN6Sbtd8UAm0pABD40vkQEhX8O_.3A0NIgNrhmU3Uo-?v=2,,"Easy-fitting sleep pants in our soft pointelle fabric and wide leg silhouette, featuring an elasticated waistband for ultimate comfort and adjustability and waistband trim detail.",45.00,USD,https://www.abercrombie.com/shop/us/p/pointelle-wide-leg-sleep-pant-61201319?faceout=model&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,81,18.68300000000,3,5,6064,0.037037,0.061728
Women's High Rise Cropped Straight Jean | Women's Clearance | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/6hClTFR2gxtwY5MzUWBVCCLyUD6hyrO1dJHEo37N1kSSFD5xZar.eoS3K8POmli8kyFp6O6P_Lj7GV8YV0sHWwDaHuOjKunfK2zRPS8ulflZLlpdHI7nNcShyE.1LmyxCTOBHyOEBYX3tGY_s.hOSSwEX50lYc9JPWpC9PrHmzSvVxJ91G7h?v=2,,"Our Curve Love high rise cropped straight jeans in a dark wash with a clean hem. This fit features a high rise, is fitted at top of body and eases through the thigh into a straight leg shape with a with a cropped inseam. The viral fit that eliminates waist gap: Curve Love features additional room through the hip and thigh for curve-hugging comfort. This jean is made from our Vintage Stretch fabric which features both an authentic vintage look and contains slight built-in stretch for additional comfort.",90.00,USD,https://www.abercrombie.com/shop/us/p/high-rise-cropped-straight-jean-60865347?categoryId=12290&faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid,87,18.64100000000,2,3,6064,0.022988,0.034482
Nicki's Fall Skin Prep,MERIT,https://product-images-cdn.liketoknow.it/OQ3PiQPisceGe_JKyMZ7dslpJ9TklX4ugxNuQrCqrVO4PCp7C_8VIrQuysXZw4sqRK4IVUKEwtj8L_oMYaqaHkb_mQycmNL8FnJ.piOEtvZbouCOxk34mQB6IAbHaR8SySP9tJ8O8SCoY5AsRfE-?v=2,,"Nicki's go-to complexion essentials for an effortless, everyday glow.",98.00,USD,https://www.meritbeauty.com/products/nickis-fall-skin-prep-1,3,18.48000000000,1,7,104,0.333333,2.333333
